Plate,Well,Buffer,Temperature,Time_Factor,Time_Cont,Extraction,Technical_rep,PCR_rep,qs_conc_pg/mL,qs_conc_adjusted,Eamc_sample,Cq_sample,No_standard,Eamc_standard,Cq_standard,No_sample_ng/ul,No_sample_pg/mL
17 eDNA Pres I,A7,Longmires,RT,8 months,35,PCI,4,4,694.39935,13887.987,1.893,34.483,1.14,1.833,22.369,0.000243925,243.9254241
17 eDNA Pres I,A8,Longmires,RT,8 months,35,PCI,4,5,897.06684,17941.3368,1.873,34.063,1.14,1.833,22.369,0.000459098,459.0984261
17 eDNA Pres I,A9,Longmires,RT,8 months,35,PCI,4,6,1237.64691,24752.9382,1.883,33.527,1.14,1.833,22.369,0.000532565,532.5651813
17 eDNA Pres I,A10,Longmires,RT,8 months,35,PCI,4,7,1196.30946,23926.1892,1.893,33.582,1.14,1.833,22.369,0.000434725,434.7253115
17 eDNA Pres I,A11,Longmires,RT,8 months,35,PCI,4,8,648.35692,12967.1384,1.934,34.646,1.14,1.833,22.369,0.000104997,104.9973572
17 eDNA Pres I,A12,Longmires,RT,8 months,35,PCI,4,9,759.39723,15187.9446,1.944,34.432,1.14,1.833,22.369,0.000100859,100.8586616
20 eDNA Pres I,E4,Ethanol,-20,10 months,43,Kit,1,1,26395.51274,26395.51274,1.842,28.55,1.14,1.807,22.502,0.018371104,18371.10412
20 eDNA Pres I,E5,Ethanol,-20,10 months,43,Kit,1,2,28055.59896,28055.59896,1.841,28.46,1.14,1.807,22.502,0.019777557,19777.55695
20 eDNA Pres I,E6,Ethanol,-20,10 months,43,Kit,1,3,28062.94337,28062.94337,1.825,28.436,1.14,1.807,22.502,0.025832249,25832.24941
20 eDNA Pres I,E7,Ethanol,-20,10 months,43,Kit,1,4,24782.14167,24782.14167,1.8,28.598,1.14,1.807,22.502,0.0343435,34343.50048
20 eDNA Pres I,E8,Ethanol,-20,10 months,43,Kit,1,5,23437.57451,23437.57451,1.816,28.702,1.14,1.807,22.502,0.025034197,25034.19715
20 eDNA Pres I,E9,Ethanol,-20,10 months,43,Kit,1,6,25765.25323,25765.25323,1.83,28.595,1.14,1.807,22.502,0.021601975,21601.97528
20 eDNA Pres I,E10,Ethanol,-20,10 months,43,Kit,1,7,26205.94203,26205.94203,1.862,28.604,1.14,1.807,22.502,0.013076602,13076.60174
20 eDNA Pres I,E11,Ethanol,-20,10 months,43,Kit,1,8,29433.15916,29433.15916,1.82,28.369,1.14,1.807,22.502,0.028747612,28747.61224
20 eDNA Pres I,E12,Ethanol,-20,10 months,43,Kit,1,9,30616.68761,30616.68761,1.86,28.338,1.14,1.807,22.502,0.015997851,15997.85082
20 eDNA Pres I,F4,Ethanol,-20,10 months,43,Kit,2,1,24097.02726,24097.02726,1.808,28.671,1.14,1.807,22.502,0.029206079,29206.07927
20 eDNA Pres I,F5,Ethanol,-20,10 months,43,Kit,2,2,22482.06548,22482.06548,1.851,28.79,1.14,1.807,22.502,0.013851147,13851.1465
20 eDNA Pres I,F6,Ethanol,-20,10 months,43,Kit,2,3,24334.07493,24334.07493,1.816,28.665,1.14,1.807,22.502,0.025833226,25833.22561
20 eDNA Pres I,F7,Ethanol,-20,10 months,43,Kit,2,4,23315.01991,23315.01991,1.832,28.728,1.14,1.807,22.502,0.019188344,19188.34352
20 eDNA Pres I,F8,Ethanol,-20,10 months,43,Kit,2,5,22452.09739,22452.09739,1.771,28.757,1.14,1.807,22.502,0.050540539,50540.53883
20 eDNA Pres I,F9,Ethanol,-20,10 months,43,Kit,2,6,22907.47501,22907.47501,1.805,28.788,1.14,1.807,22.502,0.02867385,28673.84966
20 eDNA Pres I,G11,Ethanol,-20,10 months,43,Kit,2,7,23862.11045,23862.11045,1.824,28.719,1.14,1.807,22.502,0.022074109,22074.10851
20 eDNA Pres I,G12,Ethanol,-20,10 months,43,Kit,2,8,23328.45517,23328.45517,1.837,28.686,1.14,1.807,22.502,0.018193319,18193.31883
21 eDNA Pres I,F11,Ethanol,-20,10 months,43,Kit,2,9,32095.90912,32095.90912,1.826,28.683,1.14,1.805,22.811,0.025514069,25514.06898
20 eDNA Pres I,G2,Ethanol,-20,10 months,43,Kit,3,1,25120.38685,25120.38685,1.807,28.576,1.14,1.807,22.502,0.03122133,31221.33042
20 eDNA Pres I,G3,Ethanol,-20,10 months,43,Kit,3,2,28140.44617,28140.44617,1.819,28.422,1.14,1.807,22.502,0.028318347,28318.34658
20 eDNA Pres I,G4,Ethanol,-20,10 months,43,Kit,3,3,25735.45277,25735.45277,1.885,28.781,1.14,1.807,22.502,0.008220642,8220.64179
20 eDNA Pres I,G5,Ethanol,-20,10 months,43,Kit,3,4,27651.91346,27651.91346,1.834,28.467,1.14,1.807,22.502,0.021745796,21745.79589
20 eDNA Pres I,G6,Ethanol,-20,10 months,43,Kit,3,5,29418.23378,29418.23378,1.796,28.335,1.14,1.807,22.502,0.042867606,42867.60611
20 eDNA Pres I,G7,Ethanol,-20,10 months,43,Kit,3,6,26768.91908,26768.91908,1.785,28.471,1.14,1.807,22.502,0.047336899,47336.89862
20 eDNA Pres I,G8,Ethanol,-20,10 months,43,Kit,3,7,25332.5142,25332.5142,1.817,28.597,1.14,1.807,22.502,0.026315037,26315.03698
20 eDNA Pres I,G9,Ethanol,-20,10 months,43,Kit,3,8,27834.36701,27834.36701,1.821,28.46,1.14,1.807,22.502,0.026931125,26931.12542
20 eDNA Pres I,G10,Ethanol,-20,10 months,43,Kit,3,9,28041.61794,28041.61794,1.841,28.472,1.14,1.807,22.502,0.019699132,19699.1322
20 eDNA Pres I,B4,Ethanol,4,10 months,43,Kit,1,1,21938.98335,21938.98335,1.8,28.862,1.14,1.807,22.502,0.029569874,29569.87359
20 eDNA Pres I,B5,Ethanol,4,10 months,43,Kit,1,2,26048.74037,26048.74037,1.826,28.564,1.14,1.807,22.502,0.023484677,23484.67744
20 eDNA Pres I,B6,Ethanol,4,10 months,43,Kit,1,3,25216.90913,25216.90913,1.829,28.63,1.14,1.807,22.502,0.021621244,21621.2438
20 eDNA Pres I,B8,Ethanol,4,10 months,43,Kit,1,4,24304.43838,24304.43838,1.79,28.61,1.14,1.807,22.502,0.040348192,40348.19237
20 eDNA Pres I,B9,Ethanol,4,10 months,43,Kit,1,5,24985.96534,24985.96534,1.863,28.658,1.14,1.807,22.502,0.012362211,12362.21148
20 eDNA Pres I,B10,Ethanol,4,10 months,43,Kit,1,6,23800.59473,23800.59473,1.828,28.696,1.14,1.807,22.502,0.021107681,21107.68084
20 eDNA Pres I,B11,Ethanol,4,10 months,43,Kit,1,7,27109.92657,27109.92657,1.814,28.487,1.14,1.807,22.502,0.029524287,29524.28732
20 eDNA Pres I,B12,Ethanol,4,10 months,43,Kit,1,8,24443.6413,24443.6413,1.812,28.663,1.14,1.807,22.502,0.027393619,27393.61913
20 eDNA Pres I,F12,Ethanol,4,10 months,43,Kit,1,9,24011.88947,24011.88947,1.778,28.581,1.14,1.807,22.502,0.049297205,49297.20452
20 eDNA Pres I,C4,Ethanol,4,10 months,43,Kit,2,1,22470.83373,22470.83373,1.78,28.799,1.14,1.807,22.502,0.042127612,42127.61222
20 eDNA Pres I,C5,Ethanol,4,10 months,43,Kit,2,2,24569.85414,24569.85414,1.831,28.644,1.14,1.807,22.502,0.020517323,20517.3233
20 eDNA Pres I,C6,Ethanol,4,10 months,43,Kit,2,3,26177.69875,26177.69875,1.828,28.55,1.14,1.807,22.502,0.022893008,22893.00779
20 eDNA Pres I,C7,Ethanol,4,10 months,43,Kit,2,4,26205.81165,26205.81165,1.777,28.469,1.14,1.807,22.502,0.053770056,53770.05568
20 eDNA Pres I,C8,Ethanol,4,10 months,43,Kit,2,5,24592.69762,24592.69762,1.833,28.647,1.14,1.807,22.502,0.019973513,19973.51261
20 eDNA Pres I,C9,Ethanol,4,10 months,43,Kit,2,6,29809.00183,29809.00183,1.846,28.391,1.14,1.807,22.502,0.019063927,19063.92692
20 eDNA Pres I,C10,Ethanol,4,10 months,43,Kit,2,7,25261.06872,25261.06872,1.814,28.59,1.14,1.807,22.502,0.027710157,27710.15731
20 eDNA Pres I,C11,Ethanol,4,10 months,43,Kit,2,8,23147.25332,23147.25332,1.826,28.724,1.14,1.807,22.502,0.021189139,21189.13903
20 eDNA Pres I,C12,Ethanol,4,10 months,43,Kit,2,9,24880.35336,24880.35336,1.881,28.719,1.14,1.807,22.502,0.009079807,9079.807305
20 eDNA Pres I,D4,Ethanol,4,10 months,43,Kit,3,1,23999.89218,23999.89218,1.865,28.731,1.14,1.807,22.502,0.011520269,11520.2688
20 eDNA Pres I,D5,Ethanol,4,10 months,43,Kit,3,2,26364.06012,26364.06012,1.837,28.543,1.14,1.807,22.502,0.020027421,20027.42114
20 eDNA Pres I,D6,Ethanol,4,10 months,43,Kit,3,3,25155.05068,25155.05068,1.867,28.67,1.14,1.807,22.502,0.011630499,11630.4995
20 eDNA Pres I,D7,Ethanol,4,10 months,43,Kit,3,4,25353.40004,25353.40004,1.837,28.611,1.14,1.807,22.502,0.019172533,19172.53296
20 eDNA Pres I,D8,Ethanol,4,10 months,43,Kit,3,5,24469.43335,24469.43335,1.853,28.673,1.14,1.807,22.502,0.014378956,14378.95639
20 eDNA Pres I,D9,Ethanol,4,10 months,43,Kit,3,6,26006.0057,26006.0057,1.805,28.522,1.14,1.807,22.502,0.033305764,33305.7643
20 eDNA Pres I,D10,Ethanol,4,10 months,43,Kit,3,7,26281.27672,26281.27672,1.83,28.569,1.14,1.807,22.502,0.022056125,22056.12464
20 eDNA Pres I,D11,Ethanol,4,10 months,43,Kit,3,8,25320.20584,25320.20584,1.86,28.647,1.14,1.807,22.502,0.013222611,13222.61112
20 eDNA Pres I,D12,Ethanol,4,10 months,43,Kit,3,9,27286.82384,27286.82384,1.852,28.537,1.14,1.807,22.502,0.015854108,15854.1077
21 eDNA Pres I,C4,Frozen,-80,10 months,43,Kit,1,1,37569.3962,37569.3962,1.807,28.434,1.14,1.805,22.811,0.039847706,39847.70574
21 eDNA Pres I,C5,Frozen,-80,10 months,43,Kit,1,2,35997.84896,35997.84896,1.812,28.506,1.14,1.805,22.811,0.035170477,35170.47687
21 eDNA Pres I,C6,Frozen,-80,10 months,43,Kit,1,3,44354.88582,44354.88582,1.839,28.199,1.14,1.805,22.811,0.02782567,27825.6701
21 eDNA Pres I,C7,Frozen,-80,10 months,43,Kit,1,4,45396.78991,45396.78991,1.838,28.173,1.14,1.805,22.811,0.029061719,29061.71906
21 eDNA Pres I,C8,Frozen,-80,10 months,43,Kit,1,5,37830.83707,37830.83707,1.861,28.472,1.14,1.805,22.811,0.016885454,16885.4535
21 eDNA Pres I,C9,Frozen,-80,10 months,43,Kit,1,6,41103.13207,41103.13207,1.817,28.29,1.14,1.805,22.811,0.037154978,37154.97801
21 eDNA Pres I,C10,Frozen,-80,10 months,43,Kit,1,7,42089.29837,42089.29837,1.831,28.281,1.14,1.805,22.811,0.030256846,30256.84593
21 eDNA Pres I,C11,Frozen,-80,10 months,43,Kit,1,8,43853.16372,43853.16372,1.832,28.198,1.14,1.805,22.811,0.03133861,31338.60962
21 eDNA Pres I,C12,Frozen,-80,10 months,43,Kit,1,9,43319.46,43319.46,1.827,28.233,1.14,1.805,22.811,0.032929706,32929.70619
21 eDNA Pres I,D4,Frozen,-80,10 months,43,Kit,2,1,36521.94515,36521.94515,1.775,28.405,1.14,1.805,22.811,0.067152744,67152.74364
21 eDNA Pres I,D5,Frozen,-80,10 months,43,Kit,2,2,37853.13666,37853.13666,1.819,28.402,1.14,1.805,22.811,0.033887688,33887.68778
21 eDNA Pres I,D6,Frozen,-80,10 months,43,Kit,2,3,41529.51762,41529.51762,1.821,28.261,1.14,1.805,22.811,0.035360689,35360.68919
21 eDNA Pres I,D7,Frozen,-80,10 months,43,Kit,2,4,35923.97273,35923.97273,1.825,28.5,1.14,1.805,22.811,0.02899796,28997.95987
21 eDNA Pres I,D8,Frozen,-80,10 months,43,Kit,2,5,43244.58539,43244.58539,1.801,28.171,1.14,1.805,22.811,0.051042618,51042.61809
21 eDNA Pres I,D9,Frozen,-80,10 months,43,Kit,2,6,39401.87395,39401.87395,1.813,28.331,1.14,1.805,22.811,0.03889491,38894.90971
21 eDNA Pres I,D10,Frozen,-80,10 months,43,Kit,2,7,39415.51968,39415.51968,1.793,28.309,1.14,1.805,22.811,0.053232321,53232.32129
21 eDNA Pres I,D11,Frozen,-80,10 months,43,Kit,2,8,39745.71824,39745.71824,1.86,28.379,1.14,1.805,22.811,0.018217686,18217.68574
21 eDNA Pres I,D12,Frozen,-80,10 months,43,Kit,2,9,41085.60458,41085.60458,1.819,28.311,1.14,1.805,22.811,0.035576851,35576.85071
21 eDNA Pres I,E4,Frozen,-80,10 months,43,Kit,3,1,65860.07774,65860.07774,1.801,27.457,1.14,1.805,22.811,0.077931741,77931.74139
21 eDNA Pres I,E5,Frozen,-80,10 months,43,Kit,3,2,74170.55964,74170.55964,1.807,27.284,1.14,1.805,22.811,0.079237788,79237.78846
21 eDNA Pres I,E6,Frozen,-80,10 months,43,Kit,3,3,83448.70806,83448.70806,1.818,27.141,1.14,1.805,22.811,0.07255784,72557.84034
21 eDNA Pres I,E7,Frozen,-80,10 months,43,Kit,3,4,72936.17725,72936.17725,1.843,27.368,1.14,1.805,22.811,0.043541607,43541.60654
21 eDNA Pres I,E8,Frozen,-80,10 months,43,Kit,3,5,76585.56849,76585.56849,1.832,27.28,1.14,1.805,22.811,0.054424713,54424.71344
21 eDNA Pres I,E9,Frozen,-80,10 months,43,Kit,3,6,69992.49756,69992.49756,1.805,27.37,1.14,1.805,22.811,0.077629169,77629.1695
21 eDNA Pres I,E10,Frozen,-80,10 months,43,Kit,3,7,75217.81325,75217.81325,1.823,27.285,1.14,1.805,22.811,0.061527003,61527.00321
21 eDNA Pres I,E11,Frozen,-80,10 months,43,Kit,3,8,71747.42222,71747.42222,1.811,27.345,1.14,1.805,22.811,0.071865397,71865.39693
21 eDNA Pres I,E12,Frozen,-80,10 months,43,Kit,3,9,75008.64565,75008.64565,1.796,27.298,1.14,1.805,22.811,0.092345951,92345.9513
20 eDNA Pres I,H1,Frozen,-20,10 months,43,Kit,1,1,5053.61985,5053.61985,1.815,31.057,1.14,1.807,22.502,0.006348022,6348.021777
20 eDNA Pres I,H2,Frozen,-20,10 months,43,Kit,1,2,4379.31577,4379.31577,1.84,31.317,1.14,1.807,22.502,0.003501949,3501.948713
20 eDNA Pres I,H3,Frozen,-20,10 months,43,Kit,1,3,6579.11552,6579.11552,1.865,30.695,1.14,1.807,22.502,0.0034015,3401.499922
20 eDNA Pres I,H4,Frozen,-20,10 months,43,Kit,1,4,4871.20077,4871.20077,1.857,31.168,1.14,1.807,22.502,0.002910617,2910.616825
20 eDNA Pres I,H5,Frozen,-20,10 months,43,Kit,1,5,5851.7023,5851.7023,1.832,30.886,1.14,1.807,22.502,0.005198728,5198.727538
20 eDNA Pres I,H6,Frozen,-20,10 months,43,Kit,1,6,5152.74191,5152.74191,1.835,31.096,1.14,1.807,22.502,0.004394208,4394.207767
20 eDNA Pres I,H7,Frozen,-20,10 months,43,Kit,1,7,5413.36928,5413.36928,1.809,30.977,1.14,1.807,22.502,0.007338088,7338.087865
20 eDNA Pres I,H8,Frozen,-20,10 months,43,Kit,1,8,5613.87651,5613.87651,1.823,30.957,1.14,1.807,22.502,0.005858687,5858.687352
20 eDNA Pres I,H9,Frozen,-20,10 months,43,Kit,1,9,5087.17541,5087.17541,1.828,31.1,1.14,1.807,22.502,0.004898989,4898.989429
21 eDNA Pres I,A4,Frozen,-20,10 months,43,Kit,2,1,35487.25322,35487.25322,1.814,28.499,1.14,1.805,22.811,0.034330319,34330.3191
21 eDNA Pres I,A5,Frozen,-20,10 months,43,Kit,2,2,31625.35653,31625.35653,1.826,28.707,1.14,1.805,22.811,0.025341531,25341.53086
21 eDNA Pres I,A6,Frozen,-20,10 months,43,Kit,2,3,30192.25039,30192.25039,1.809,28.856,1.14,1.805,22.811,0.030071813,30071.81346
21 eDNA Pres I,A7,Frozen,-20,10 months,43,Kit,2,4,34961.8122,34961.8122,1.851,28.61,1.14,1.805,22.811,0.018006866,18006.86623
21 eDNA Pres I,A8,Frozen,-20,10 months,43,Kit,2,5,38326.65458,38326.65458,1.859,28.44,1.14,1.805,22.811,0.017638157,17638.15724
21 eDNA Pres I,A9,Frozen,-20,10 months,43,Kit,2,6,37505.40689,37505.40689,1.766,28.336,1.14,1.805,22.811,0.080470824,80470.8237
21 eDNA Pres I,A10,Frozen,-20,10 months,43,Kit,2,7,37540.46559,37540.46559,1.822,28.417,1.14,1.805,22.811,0.03198114,31981.14009
21 eDNA Pres I,A11,Frozen,-20,10 months,43,Kit,2,8,35961.79932,35961.79932,1.812,28.504,1.14,1.805,22.811,0.035520996,35520.99555
21 eDNA Pres I,A12,Frozen,-20,10 months,43,Kit,2,9,31185.07564,31185.07564,1.812,28.811,1.14,1.805,22.811,0.029442554,29442.55381
21 eDNA Pres I,B4,Frozen,-20,10 months,43,Kit,3,1,33336.51647,33336.51647,1.866,28.706,1.14,1.805,22.811,0.01356098,13560.98023
21 eDNA Pres I,B5,Frozen,-20,10 months,43,Kit,3,2,35661.11252,35661.11252,1.832,28.539,1.14,1.805,22.811,0.025160477,25160.47675
21 eDNA Pres I,B6,Frozen,-20,10 months,43,Kit,3,3,35598.0061,35598.0061,1.833,28.546,1.14,1.805,22.811,0.024922471,24922.47113
21 eDNA Pres I,B8,Frozen,-20,10 months,43,Kit,3,4,35882.77102,35882.77102,1.865,28.544,1.14,1.805,22.811,0.015062391,15062.39127
21 eDNA Pres I,B9,Frozen,-20,10 months,43,Kit,3,5,33231.318,33231.318,1.873,28.696,1.14,1.805,22.811,0.012251379,12251.37868
21 eDNA Pres I,B10,Frozen,-20,10 months,43,Kit,3,6,35693.63058,35693.63058,1.819,28.531,1.14,1.805,22.811,0.031352878,31352.87798
21 eDNA Pres I,B11,Frozen,-20,10 months,43,Kit,3,7,38958.59048,38958.59048,1.839,28.408,1.14,1.805,22.811,0.024433918,24433.91755
21 eDNA Pres I,B12,Frozen,-20,10 months,43,Kit,3,8,40172.20438,40172.20438,1.847,28.376,1.14,1.805,22.811,0.022243622,22243.62215
21 eDNA Pres I,F12,Frozen,-20,10 months,43,Kit,3,9,36959.9089,36959.9089,1.806,28.418,1.14,1.805,22.811,0.040794853,40794.85266
19 eDNA Pres I,F4,Longmires,4,10 months,43,PCI,1,1,129.65794,2593.1588,1.911,36.474,1.14,1.812,22.313,3.61E-05,36.13290161
19 eDNA Pres I,F5,Longmires,4,10 months,43,PCI,1,2,356.19826,7123.9652,1.882,34.965,1.14,1.812,22.313,0.00016437,164.3703275
19 eDNA Pres I,F6,Longmires,4,10 months,43,PCI,1,3,393.98138,7879.6276,1.866,34.727,1.14,1.812,22.313,0.000254293,254.2930061
19 eDNA Pres I,F7,Longmires,4,10 months,43,PCI,1,4,674.2283,13484.566,1.854,33.977,1.14,1.812,22.313,0.000514535,514.5347198
19 eDNA Pres I,F8,Longmires,4,10 months,43,PCI,1,5,478.88956,9577.7912,1.929,34.502,1.14,1.812,22.313,9.38E-05,93.76739593
19 eDNA Pres I,F9,Longmires,4,10 months,43,PCI,1,6,320.35858,6407.1716,1.903,35.12,1.14,1.812,22.313,0.000101171,101.1707727
19 eDNA Pres I,G11,Longmires,4,10 months,43,PCI,1,7,592.93775,11858.755,1.926,34.219,1.14,1.812,22.313,0.000120169,120.1687996
19 eDNA Pres I,G12,Longmires,4,10 months,43,PCI,1,8,451.59817,9031.9634,1.958,34.663,1.14,1.812,22.313,5.05E-05,50.48447995
20 eDNA Pres I,F11,Longmires,4,10 months,43,PCI,1,9,926.09704,18521.9408,1.902,33.707,1.14,1.807,22.502,0.000267344,267.344295
19 eDNA Pres I,G2,Longmires,4,10 months,43,PCI,2,1,239.93135,4798.627,1.931,35.61,1.14,1.812,22.313,4.37E-05,43.65624494
19 eDNA Pres I,G3,Longmires,4,10 months,43,PCI,2,2,252.43484,5048.6968,1.888,35.45,1.14,1.812,22.313,0.00010855,108.5500967
19 eDNA Pres I,G4,Longmires,4,10 months,43,PCI,2,3,407.80788,8156.1576,1.87,34.719,1.14,1.812,22.313,0.000238154,238.1543071
19 eDNA Pres I,G5,Longmires,4,10 months,43,PCI,2,4,512.98144,10259.6288,1.886,34.386,1.14,1.812,22.313,0.000221966,221.9656877
19 eDNA Pres I,G6,Longmires,4,10 months,43,PCI,2,5,224.30949,4486.1898,1.911,35.676,1.14,1.812,22.313,6.04E-05,60.40757264
19 eDNA Pres I,G7,Longmires,4,10 months,43,PCI,2,6,239.42858,4788.5716,1.892,35.562,1.14,1.812,22.313,9.35E-05,93.52071436
19 eDNA Pres I,G8,Longmires,4,10 months,43,PCI,2,7,386.65286,7733.0572,1.849,34.822,1.14,1.812,22.313,0.000329591,329.5914905
19 eDNA Pres I,G9,Longmires,4,10 months,43,PCI,2,8,408.31717,8166.3434,1.882,34.727,1.14,1.812,22.313,0.000190128,190.128102
19 eDNA Pres I,G10,Longmires,4,10 months,43,PCI,2,9,308.2816,6165.632,1.897,35.2,1.14,1.812,22.313,0.000106309,106.3093586
19 eDNA Pres I,H1,Longmires,4,10 months,43,PCI,3,1,232.97071,4659.4142,1.982,35.69,1.14,1.812,22.313,1.65E-05,16.484908
19 eDNA Pres I,H2,Longmires,4,10 months,43,PCI,3,2,375.73691,7514.7382,1.915,34.922,1.14,1.812,22.313,9.12E-05,91.20233664
19 eDNA Pres I,H3,Longmires,4,10 months,43,PCI,3,3,217.05336,4341.0672,1.953,35.773,1.14,1.812,22.313,2.62E-05,26.19213642
19 eDNA Pres I,H4,Longmires,4,10 months,43,PCI,3,4,316.4525,6329.05,1.891,35.143,1.14,1.812,22.313,0.000123306,123.305681
19 eDNA Pres I,H5,Longmires,4,10 months,43,PCI,3,5,113.27252,2265.4504,1.949,36.732,1.14,1.812,22.313,1.49E-05,14.87021449
19 eDNA Pres I,H6,Longmires,4,10 months,43,PCI,3,6,180.16603,3603.3206,1.876,35.996,1.14,1.812,22.313,9.64E-05,96.44156809
19 eDNA Pres I,H7,Longmires,4,10 months,43,PCI,3,7,207.40139,4148.0278,1.92,35.775,1.14,1.812,22.313,4.81E-05,48.12314902
19 eDNA Pres I,H8,Longmires,4,10 months,43,PCI,3,8,283.93295,5678.659,1.927,35.334,1.14,1.812,22.313,5.66E-05,56.58796073
19 eDNA Pres I,H9,Longmires,4,10 months,43,PCI,3,9,302.37134,6047.4268,1.911,35.221,1.14,1.812,22.313,8.15E-05,81.51829324
20 eDNA Pres I,A4,Longmires,4,10 months,43,PCI,4,1,397.15815,7943.163,1.831,34.996,1.14,1.807,22.502,0.00043887,438.8698567
20 eDNA Pres I,A5,Longmires,4,10 months,43,PCI,4,2,874.97302,17499.4604,1.826,33.812,1.14,1.807,22.502,0.000989884,989.884015
20 eDNA Pres I,A6,Longmires,4,10 months,43,PCI,4,3,588.92829,11778.5658,1.829,34.344,1.14,1.807,22.502,0.000675563,675.5626816
20 eDNA Pres I,A7,Longmires,4,10 months,43,PCI,4,4,776.08431,15521.6862,1.805,33.943,1.14,1.807,22.502,0.001353323,1353.323262
20 eDNA Pres I,A8,Longmires,4,10 months,43,PCI,4,5,520.55117,10411.0234,1.858,34.555,1.14,1.807,22.502,0.000351685,351.6847893
20 eDNA Pres I,A9,Longmires,4,10 months,43,PCI,4,6,549.83882,10996.7764,1.862,34.504,1.14,1.807,22.502,0.000331751,331.7514546
20 eDNA Pres I,A10,Longmires,4,10 months,43,PCI,4,7,595.34324,11906.8648,1.899,34.422,1.14,1.807,22.502,0.000178434,178.4344374
20 eDNA Pres I,A11,Longmires,4,10 months,43,PCI,4,8,527.54505,10550.901,1.902,34.595,1.14,1.807,22.502,0.000152364,152.3639202
20 eDNA Pres I,A12,Longmires,4,10 months,43,PCI,4,9,829.76447,16595.2894,1.894,33.972,1.14,1.807,22.502,0.000258255,258.2546107
19 eDNA Pres I,B4,Longmires,RT,10 months,43,PCI,1,1,519.30681,10386.1362,1.912,34.379,1.14,1.812,22.313,0.000137915,137.9150492
19 eDNA Pres I,B5,Longmires,RT,10 months,43,PCI,1,2,502.12262,10042.4524,1.892,34.435,1.14,1.812,22.313,0.000192335,192.3353041
19 eDNA Pres I,B6,Longmires,RT,10 months,43,PCI,1,3,613.42202,12268.4404,1.857,34.105,1.14,1.812,22.313,0.000446679,446.679093
19 eDNA Pres I,B8,Longmires,RT,10 months,43,PCI,1,4,767.57686,15351.5372,1.893,33.767,1.14,1.812,22.313,0.000288539,288.5388823
19 eDNA Pres I,B9,Longmires,RT,10 months,43,PCI,1,5,431.98929,8639.7858,1.94,34.699,1.14,1.812,22.313,6.74E-05,67.35750995
19 eDNA Pres I,B10,Longmires,RT,10 months,43,PCI,1,6,471.64893,9432.9786,1.92,34.562,1.14,1.812,22.313,0.00010652,106.5204776
19 eDNA Pres I,B11,Longmires,RT,10 months,43,PCI,1,7,622.95306,12459.0612,1.906,34.137,1.14,1.812,22.313,0.000178675,178.6746538
19 eDNA Pres I,B12,Longmires,RT,10 months,43,PCI,1,8,510.2593,10205.186,1.929,34.451,1.14,1.812,22.313,9.71E-05,97.09073286
19 eDNA Pres I,F12,Longmires,RT,10 months,43,PCI,1,9,576.57209,11531.4418,1.903,34.23,1.14,1.812,22.313,0.000178688,178.687551
19 eDNA Pres I,C4,Longmires,RT,10 months,43,PCI,2,1,340.95894,6819.1788,1.891,35.048,1.14,1.812,22.313,0.000132109,132.1089746
19 eDNA Pres I,C5,Longmires,RT,10 months,43,PCI,2,2,585.8682,11717.364,1.849,34.144,1.14,1.812,22.313,0.000508325,508.3245555
19 eDNA Pres I,C6,Longmires,RT,10 months,43,PCI,2,3,592.50841,11850.1682,1.903,34.22,1.14,1.812,22.313,0.000178481,178.4811462
19 eDNA Pres I,C7,Longmires,RT,10 months,43,PCI,2,4,714.17517,14283.5034,1.861,33.862,1.14,1.812,22.313,0.000484981,484.9814243
19 eDNA Pres I,C8,Longmires,RT,10 months,43,PCI,2,5,575.93809,11518.7618,1.849,34.183,1.14,1.812,22.313,0.000494248,494.2478915
19 eDNA Pres I,C9,Longmires,RT,10 months,43,PCI,2,6,385.77497,7715.4994,1.839,34.839,1.14,1.812,22.313,0.000397979,397.9785895
19 eDNA Pres I,C10,Longmires,RT,10 months,43,PCI,2,7,355.9145,7118.29,1.863,34.951,1.14,1.812,22.313,0.000235394,235.393683
19 eDNA Pres I,C11,Longmires,RT,10 months,43,PCI,2,8,920.49513,18409.9026,1.887,33.505,1.14,1.812,22.313,0.000376635,376.6354499
19 eDNA Pres I,C12,Longmires,RT,10 months,43,PCI,2,9,389.35812,7787.1624,1.917,34.915,1.14,1.812,22.313,8.97E-05,89.67478103
19 eDNA Pres I,D4,Longmires,RT,10 months,43,PCI,3,1,258.1306,5162.612,1.9,35.419,1.14,1.812,22.313,8.73E-05,87.25412687
19 eDNA Pres I,D5,Longmires,RT,10 months,43,PCI,3,2,371.67314,7433.4628,1.857,34.87,1.14,1.812,22.313,0.000278539,278.5391903
19 eDNA Pres I,D6,Longmires,RT,10 months,43,PCI,3,3,306.6849,6133.698,1.874,35.18,1.14,1.812,22.313,0.000164947,164.9466739
19 eDNA Pres I,D7,Longmires,RT,10 months,43,PCI,3,4,362.30608,7246.1216,1.838,34.885,1.14,1.812,22.313,0.000397155,397.1545585
19 eDNA Pres I,D8,Longmires,RT,10 months,43,PCI,3,5,602.54452,12050.8904,1.854,34.118,1.14,1.812,22.313,0.000471829,471.8289888
19 eDNA Pres I,D9,Longmires,RT,10 months,43,PCI,3,6,449.68497,8993.6994,1.878,34.568,1.14,1.812,22.313,0.000227644,227.6437818
